,endpoint,message,data
54,Historical Options,success,"{'contractID': 'IBM101218C00165000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '165.00', 'type': 'call', 'last': '0.03', 'mark': '0.04', 'bid': '0.02', 'bid_size': '39', 'ask': '0.05', 'ask_size': '1', 'volume': '0', 'open_interest': '404', 'date': '2010-11-15', 'implied_volatility': '0.20458', 'delta': '0.01321', 'gamma': '0.00384', 'theta': '-0.01663', 'vega': '0.01466', 'rho': '0.00168'}"
55,Historical Options,success,"{'contractID': 'IBM101218P00165000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '165.00', 'type': 'put', 'last': '9.98', 'mark': '20.98', 'bid': '20.40', 'bid_size': '124', 'ask': '21.55', 'ask_size': '36', 'volume': '0', 'open_interest': '10', 'date': '2010-11-15', 'implied_volatility': '0.07020', 'delta': '-1.00000', 'gamma': '0.00000', 'theta': '0.00346', 'vega': '0.00000', 'rho': '-0.14915'}"
56,Historical Options,success,"{'contractID': 'IBM101218C00170000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '170.00', 'type': 'call', 'last': '0.01', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.03', 'ask_size': '22', 'volume': '0', 'open_interest': '9', 'date': '2010-11-15', 'implied_volatility': '0.20657', 'delta': '0.00370', 'gamma': '0.00124', 'theta': '-0.00546', 'vega': '0.00477', 'rho': '0.00047'}"
57,Historical Options,success,"{'contractID': 'IBM101218P00170000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '170.00', 'type': 'put', 'last': '0.00', 'mark': '26.07', 'bid': '23.90', 'bid_size': '35', 'ask': '28.25', 'ask_size': '1', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '0.08663', 'delta': '-1.00000', 'gamma': '0.00000', 'theta': '0.00357', 'vega': '0.00000', 'rho': '-0.15367'}"
58,Historical Options,success,"{'contractID': 'IBM101218C00175000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '175.00', 'type': 'call', 'last': '0.00', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.06', 'ask_size': '157', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '0.23812', 'delta': '0.00327', 'gamma': '0.00096', 'theta': '-0.00563', 'vega': '0.00427', 'rho': '0.00042'}"
59,Historical Options,success,"{'contractID': 'IBM101218P00175000', 'symbol': 'IBM', 'expiration': '2010-12-18', 'strike': '175.00', 'type': 'put', 'last': '16.73', 'mark': '31.07', 'bid': '28.90', 'bid_size': '31', 'ask': '33.25', 'ask_size': '1', 'volume': '0', 'open_interest': '9', 'date': '2010-11-15', 'implied_volatility': '0.10306', 'delta': '-1.00000', 'gamma': '0.00000', 'theta': '0.00367', 'vega': '0.00000', 'rho': '-0.15819'}"
60,Historical Options,success,"{'contractID': 'IBM110122C00020000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '20.00', 'type': 'call', 'last': '52.03', 'mark': '124.03', 'bid': '122.00', 'bid_size': '16', 'ask': '126.05', 'ask_size': '10', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '2.26063', 'delta': '0.99394', 'gamma': '0.00012', 'theta': '-0.06488', 'vega': '0.01063', 'rho': '0.03491'}"
61,Historical Options,success,"{'contractID': 'IBM110122P00020000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '20.00', 'type': 'put', 'last': '0.02', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.03', 'ask_size': '33', 'volume': '0', 'open_interest': '2150', 'date': '2010-11-15', 'implied_volatility': '1.49068', 'delta': '-0.00035', 'gamma': '0.00001', 'theta': '-0.00320', 'vega': '0.00080', 'rho': '-0.00011'}"
62,Historical Options,success,"{'contractID': 'IBM110122C00022500', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '22.50', 'type': 'call', 'last': '0.00', 'mark': '121.55', 'bid': '119.50', 'bid_size': '11', 'ask': '123.60', 'ask_size': '15', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '2.13944', 'delta': '0.99324', 'gamma': '0.00014', 'theta': '-0.06773', 'vega': '0.01172', 'rho': '0.03934'}"
63,Historical Options,success,"{'contractID': 'IBM110122P00022500', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '22.50', 'type': 'put', 'last': '0.02', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.11', 'ask_size': '57', 'volume': '0', 'open_interest': '777', 'date': '2010-11-15', 'implied_volatility': '1.40135', 'delta': '-0.00038', 'gamma': '0.00002', 'theta': '-0.00320', 'vega': '0.00085', 'rho': '-0.00012'}"
64,Historical Options,success,"{'contractID': 'IBM110122C00025000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '25.00', 'type': 'call', 'last': '0.00', 'mark': '119.03', 'bid': '117.00', 'bid_size': '16', 'ask': '121.05', 'ask_size': '10', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '1.99966', 'delta': '0.99301', 'gamma': '0.00016', 'theta': '-0.06526', 'vega': '0.01207', 'rho': '0.04398'}"
65,Historical Options,success,"{'contractID': 'IBM110122P00025000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '25.00', 'type': 'put', 'last': '0.03', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.11', 'ask_size': '64', 'volume': '0', 'open_interest': '1138', 'date': '2010-11-15', 'implied_volatility': '1.32193', 'delta': '-0.00040', 'gamma': '0.00002', 'theta': '-0.00320', 'vega': '0.00090', 'rho': '-0.00013'}"
66,Historical Options,success,"{'contractID': 'IBM110122C00030000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '30.00', 'type': 'call', 'last': '0.00', 'mark': '114.03', 'bid': '112.00', 'bid_size': '16', 'ask': '116.05', 'ask_size': '10', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '1.79098', 'delta': '0.99209', 'gamma': '0.00020', 'theta': '-0.06529', 'vega': '0.01346', 'rho': '0.05305'}"
67,Historical Options,success,"{'contractID': 'IBM110122P00030000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '30.00', 'type': 'put', 'last': '0.01', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.12', 'ask_size': '55', 'volume': '0', 'open_interest': '3356', 'date': '2010-11-15', 'implied_volatility': '1.18520', 'delta': '-0.00045', 'gamma': '0.00002', 'theta': '-0.00320', 'vega': '0.00101', 'rho': '-0.00014'}"
68,Historical Options,success,"{'contractID': 'IBM110122C00035000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '35.00', 'type': 'call', 'last': '46.20', 'mark': '109.03', 'bid': '107.00', 'bid_size': '16', 'ask': '111.05', 'ask_size': '10', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '1.61735', 'delta': '0.99116', 'gamma': '0.00024', 'theta': '-0.06510', 'vega': '0.01484', 'rho': '0.06211'}"
69,Historical Options,success,"{'contractID': 'IBM110122P00035000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '35.00', 'type': 'put', 'last': '0.02', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.12', 'ask_size': '64', 'volume': '0', 'open_interest': '1300', 'date': '2010-11-15', 'implied_volatility': '1.07057', 'delta': '-0.00051', 'gamma': '0.00003', 'theta': '-0.00320', 'vega': '0.00111', 'rho': '-0.00015'}"
70,Historical Options,success,"{'contractID': 'IBM110122C00040000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '40.00', 'type': 'call', 'last': '41.85', 'mark': '104.05', 'bid': '102.00', 'bid_size': '10', 'ask': '106.10', 'ask_size': '15', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '1.48092', 'delta': '0.98984', 'gamma': '0.00029', 'theta': '-0.06741', 'vega': '0.01676', 'rho': '0.07104'}"
71,Historical Options,success,"{'contractID': 'IBM110122P00040000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '40.00', 'type': 'put', 'last': '0.03', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.06', 'ask_size': '39', 'volume': '0', 'open_interest': '2372', 'date': '2010-11-15', 'implied_volatility': '0.97164', 'delta': '-0.00056', 'gamma': '0.00003', 'theta': '-0.00318', 'vega': '0.00122', 'rho': '-0.00017'}"
72,Historical Options,success,"{'contractID': 'IBM110122C00045000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '45.00', 'type': 'call', 'last': '51.00', 'mark': '99.05', 'bid': '97.00', 'bid_size': '10', 'ask': '101.10', 'ask_size': '15', 'volume': '0', 'open_interest': '3', 'date': '2010-11-15', 'implied_volatility': '1.34998', 'delta': '0.98881', 'gamma': '0.00035', 'theta': '-0.06693', 'vega': '0.01822', 'rho': '0.08008'}"
73,Historical Options,success,"{'contractID': 'IBM110122P00045000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '45.00', 'type': 'put', 'last': '0.05', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.13', 'ask_size': '64', 'volume': '0', 'open_interest': '1853', 'date': '2010-11-15', 'implied_volatility': '0.88475', 'delta': '-0.00062', 'gamma': '0.00004', 'theta': '-0.00317', 'vega': '0.00134', 'rho': '-0.00018'}"
74,Historical Options,success,"{'contractID': 'IBM110122C00050000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '50.00', 'type': 'call', 'last': '48.10', 'mark': '94.05', 'bid': '92.00', 'bid_size': '10', 'ask': '96.10', 'ask_size': '15', 'volume': '0', 'open_interest': '3', 'date': '2010-11-15', 'implied_volatility': '1.23367', 'delta': '0.98774', 'gamma': '0.00042', 'theta': '-0.06634', 'vega': '0.01973', 'rho': '0.08911'}"
75,Historical Options,success,"{'contractID': 'IBM110122P00050000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '50.00', 'type': 'put', 'last': '0.03', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.05', 'ask_size': '155', 'volume': '0', 'open_interest': '3697', 'date': '2010-11-15', 'implied_volatility': '0.80716', 'delta': '-0.00068', 'gamma': '0.00005', 'theta': '-0.00316', 'vega': '0.00146', 'rho': '-0.00020'}"
76,Historical Options,success,"{'contractID': 'IBM110122C00055000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '55.00', 'type': 'call', 'last': '36.40', 'mark': '89.03', 'bid': '87.00', 'bid_size': '10', 'ask': '91.05', 'ask_size': '10', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '1.11950', 'delta': '0.98710', 'gamma': '0.00048', 'theta': '-0.06307', 'vega': '0.02062', 'rho': '0.09829'}"
77,Historical Options,success,"{'contractID': 'IBM110122P00055000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '55.00', 'type': 'put', 'last': '0.07', 'mark': '0.01', 'bid': '0.00', 'bid_size': '0', 'ask': '0.14', 'ask_size': '55', 'volume': '0', 'open_interest': '979', 'date': '2010-11-15', 'implied_volatility': '0.73704', 'delta': '-0.00074', 'gamma': '0.00006', 'theta': '-0.00313', 'vega': '0.00159', 'rho': '-0.00022'}"
78,Historical Options,success,"{'contractID': 'IBM110122C00060000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '60.00', 'type': 'call', 'last': '43.25', 'mark': '84.05', 'bid': '82.00', 'bid_size': '10', 'ask': '86.10', 'ask_size': '15', 'volume': '0', 'open_interest': '11', 'date': '2010-11-15', 'implied_volatility': '1.03383', 'delta': '0.98538', 'gamma': '0.00058', 'theta': '-0.06492', 'vega': '0.02296', 'rho': '0.10711'}"
79,Historical Options,success,"{'contractID': 'IBM110122P00060000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '60.00', 'type': 'put', 'last': '0.03', 'mark': '0.08', 'bid': '0.01', 'bid_size': '22', 'ask': '0.14', 'ask_size': '105', 'volume': '0', 'open_interest': '1443', 'date': '2010-11-15', 'implied_volatility': '0.83048', 'delta': '-0.00445', 'gamma': '0.00025', 'theta': '-0.01800', 'vega': '0.00808', 'rho': '-0.00134'}"
80,Historical Options,success,"{'contractID': 'IBM110122C00065000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '65.00', 'type': 'call', 'last': '39.80', 'mark': '79.05', 'bid': '77.00', 'bid_size': '10', 'ask': '81.10', 'ask_size': '15', 'volume': '0', 'open_interest': '61', 'date': '2010-11-15', 'implied_volatility': '0.94649', 'delta': '0.98407', 'gamma': '0.00068', 'theta': '-0.06411', 'vega': '0.02472', 'rho': '0.11607'}"
81,Historical Options,success,"{'contractID': 'IBM110122P00065000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '65.00', 'type': 'put', 'last': '0.03', 'mark': '0.06', 'bid': '0.04', 'bid_size': '14', 'ask': '0.07', 'ask_size': '11', 'volume': '0', 'open_interest': '2025', 'date': '2010-11-15', 'implied_volatility': '0.73414', 'delta': '-0.00388', 'gamma': '0.00025', 'theta': '-0.01408', 'vega': '0.00715', 'rho': '-0.00115'}"
82,Historical Options,success,"{'contractID': 'IBM110122C00070000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '70.00', 'type': 'call', 'last': '38.20', 'mark': '74.05', 'bid': '72.00', 'bid_size': '36', 'ask': '76.10', 'ask_size': '40', 'volume': '0', 'open_interest': '0', 'date': '2010-11-15', 'implied_volatility': '0.86554', 'delta': '0.98265', 'gamma': '0.00080', 'theta': '-0.06319', 'vega': '0.02659', 'rho': '0.12501'}"
83,Historical Options,success,"{'contractID': 'IBM110122P00070000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '70.00', 'type': 'put', 'last': '0.04', 'mark': '0.10', 'bid': '0.05', 'bid_size': '250', 'ask': '0.15', 'ask_size': '94', 'volume': '0', 'open_interest': '2984', 'date': '2010-11-15', 'implied_volatility': '0.71265', 'delta': '-0.00635', 'gamma': '0.00040', 'theta': '-0.02119', 'vega': '0.01109', 'rho': '-0.00189'}"
84,Historical Options,success,"{'contractID': 'IBM110122C00075000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '75.00', 'type': 'call', 'last': '34.79', 'mark': '69.07', 'bid': '67.05', 'bid_size': '60', 'ask': '71.10', 'ask_size': '30', 'volume': '0', 'open_interest': '60', 'date': '2010-11-15', 'implied_volatility': '0.79710', 'delta': '0.98039', 'gamma': '0.00096', 'theta': '-0.06466', 'vega': '0.02952', 'rho': '0.13368'}"
85,Historical Options,success,"{'contractID': 'IBM110122P00075000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '75.00', 'type': 'put', 'last': '0.08', 'mark': '0.10', 'bid': '0.05', 'bid_size': '18', 'ask': '0.15', 'ask_size': '49', 'volume': '0', 'open_interest': '2946', 'date': '2010-11-15', 'implied_volatility': '0.64969', 'delta': '-0.00697', 'gamma': '0.00048', 'theta': '-0.02096', 'vega': '0.01203', 'rho': '-0.00205'}"
86,Historical Options,success,"{'contractID': 'IBM110122C00080000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '80.00', 'type': 'call', 'last': '32.63', 'mark': '64.17', 'bid': '62.80', 'bid_size': '30', 'ask': '65.55', 'ask_size': '103', 'volume': '0', 'open_interest': '20', 'date': '2010-11-15', 'implied_volatility': '0.75548', 'delta': '0.97495', 'gamma': '0.00125', 'theta': '-0.07519', 'vega': '0.03630', 'rho': '0.14135'}"
87,Historical Options,success,"{'contractID': 'IBM110122P00080000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '80.00', 'type': 'put', 'last': '0.06', 'mark': '0.10', 'bid': '0.08', 'bid_size': '31', 'ask': '0.12', 'ask_size': '30', 'volume': '0', 'open_interest': '3976', 'date': '2010-11-15', 'implied_volatility': '0.59055', 'delta': '-0.00765', 'gamma': '0.00058', 'theta': '-0.02069', 'vega': '0.01307', 'rho': '-0.00223'}"
88,Historical Options,success,"{'contractID': 'IBM110122C00085000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '85.00', 'type': 'call', 'last': '30.60', 'mark': '59.10', 'bid': '57.60', 'bid_size': '36', 'ask': '60.60', 'ask_size': '98', 'volume': '0', 'open_interest': '5', 'date': '2010-11-15', 'implied_volatility': '0.66768', 'delta': '0.97535', 'gamma': '0.00140', 'theta': '-0.06587', 'vega': '0.03581', 'rho': '0.15090'}"
89,Historical Options,success,"{'contractID': 'IBM110122P00085000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '85.00', 'type': 'put', 'last': '0.14', 'mark': '0.12', 'bid': '0.11', 'bid_size': '14', 'ask': '0.14', 'ask_size': '27', 'volume': '345', 'open_interest': '3240', 'date': '2010-11-15', 'implied_volatility': '0.54802', 'delta': '-0.00969', 'gamma': '0.00076', 'theta': '-0.02362', 'vega': '0.01608', 'rho': '-0.00282'}"
90,Historical Options,success,"{'contractID': 'IBM110122C00090000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '90.00', 'type': 'call', 'last': '28.17', 'mark': '54.10', 'bid': '52.60', 'bid_size': '77', 'ask': '55.60', 'ask_size': '100', 'volume': '0', 'open_interest': '12', 'date': '2010-11-15', 'implied_volatility': '0.60366', 'delta': '0.97295', 'gamma': '0.00167', 'theta': '-0.06451', 'vega': '0.03871', 'rho': '0.15958'}"
91,Historical Options,success,"{'contractID': 'IBM110122P00090000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '90.00', 'type': 'put', 'last': '0.07', 'mark': '0.14', 'bid': '0.13', 'bid_size': '31', 'ask': '0.15', 'ask_size': '11', 'volume': '0', 'open_interest': '4685', 'date': '2010-11-15', 'implied_volatility': '0.50488', 'delta': '-0.01203', 'gamma': '0.00100', 'theta': '-0.02626', 'vega': '0.01941', 'rho': '-0.00348'}"
92,Historical Options,success,"{'contractID': 'IBM110122C00095000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '95.00', 'type': 'call', 'last': '25.59', 'mark': '48.60', 'bid': '47.60', 'bid_size': '63', 'ask': '49.60', 'ask_size': '52', 'volume': '0', 'open_interest': '503', 'date': '2010-11-15', 'implied_volatility': '0.07877', 'delta': '1.00000', 'gamma': '0.00000', 'theta': '-0.00199', 'vega': '0.00000', 'rho': '0.17692'}"
93,Historical Options,success,"{'contractID': 'IBM110122P00095000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '95.00', 'type': 'put', 'last': '0.16', 'mark': '0.16', 'bid': '0.15', 'bid_size': '22', 'ask': '0.18', 'ask_size': '10', 'volume': '47', 'open_interest': '5948', 'date': '2010-11-15', 'implied_volatility': '0.46174', 'delta': '-0.01478', 'gamma': '0.00131', 'theta': '-0.02867', 'vega': '0.02318', 'rho': '-0.00425'}"
94,Historical Options,success,"{'contractID': 'IBM110122C00100000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '100.00', 'type': 'call', 'last': '22.25', 'mark': '44.00', 'bid': '43.75', 'bid_size': '40', 'ask': '44.25', 'ask_size': '264', 'volume': '0', 'open_interest': '1043', 'date': '2010-11-15', 'implied_volatility': '0.46098', 'delta': '0.97267', 'gamma': '0.00220', 'theta': '-0.05031', 'vega': '0.03904', 'rho': '0.17832'}"
95,Historical Options,success,"{'contractID': 'IBM110122P00100000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '100.00', 'type': 'put', 'last': '0.20', 'mark': '0.21', 'bid': '0.20', 'bid_size': '136', 'ask': '0.22', 'ask_size': '12', 'volume': '139', 'open_interest': '8767', 'date': '2010-11-15', 'implied_volatility': '0.42897', 'delta': '-0.02015', 'gamma': '0.00183', 'theta': '-0.03472', 'vega': '0.03021', 'rho': '-0.00578'}"
96,Historical Options,success,"{'contractID': 'IBM110122C00105000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '105.00', 'type': 'call', 'last': '20.75', 'mark': '39.40', 'bid': '38.35', 'bid_size': '37', 'ask': '40.45', 'ask_size': '99', 'volume': '0', 'open_interest': '71', 'date': '2010-11-15', 'implied_volatility': '0.48003', 'delta': '0.94715', 'gamma': '0.00362', 'theta': '-0.08812', 'vega': '0.06683', 'rho': '0.18006'}"
97,Historical Options,success,"{'contractID': 'IBM110122P00105000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '105.00', 'type': 'put', 'last': '0.11', 'mark': '0.23', 'bid': '0.22', 'bid_size': '31', 'ask': '0.25', 'ask_size': '5', 'volume': '0', 'open_interest': '6491', 'date': '2010-11-15', 'implied_volatility': '0.38446', 'delta': '-0.02421', 'gamma': '0.00239', 'theta': '-0.03632', 'vega': '0.03527', 'rho': '-0.00691'}"
98,Historical Options,success,"{'contractID': 'IBM110122C00110000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '110.00', 'type': 'call', 'last': '34.30', 'mark': '34.33', 'bid': '33.75', 'bid_size': '80', 'ask': '34.90', 'ask_size': '419', 'volume': '2', 'open_interest': '745', 'date': '2010-11-15', 'implied_volatility': '0.41174', 'delta': '0.94436', 'gamma': '0.00440', 'theta': '-0.07904', 'vega': '0.06960', 'rho': '0.18876'}"
99,Historical Options,success,"{'contractID': 'IBM110122P00110000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '110.00', 'type': 'put', 'last': '0.31', 'mark': '0.30', 'bid': '0.29', 'bid_size': '29', 'ask': '0.31', 'ask_size': '12', 'volume': '2', 'open_interest': '16658', 'date': '2010-11-15', 'implied_volatility': '0.35168', 'delta': '-0.03316', 'gamma': '0.00339', 'theta': '-0.04314', 'vega': '0.04582', 'rho': '-0.00943'}"
100,Historical Options,success,"{'contractID': 'IBM110122C00115000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '115.00', 'type': 'call', 'last': '15.65', 'mark': '29.18', 'bid': '28.35', 'bid_size': '101', 'ask': '30.00', 'ask_size': '132', 'volume': '0', 'open_interest': '494', 'date': '2010-11-15', 'implied_volatility': '0.33492', 'delta': '0.94666', 'gamma': '0.00523', 'theta': '-0.06275', 'vega': '0.06731', 'rho': '0.19897'}"
101,Historical Options,success,"{'contractID': 'IBM110122P00115000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '115.00', 'type': 'put', 'last': '0.42', 'mark': '0.39', 'bid': '0.37', 'bid_size': '29', 'ask': '0.40', 'ask_size': '40', 'volume': '85', 'open_interest': '12672', 'date': '2010-11-15', 'implied_volatility': '0.31845', 'delta': '-0.04557', 'gamma': '0.00485', 'theta': '-0.05059', 'vega': '0.05936', 'rho': '-0.01292'}"
102,Historical Options,success,"{'contractID': 'IBM110122C00120000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '120.00', 'type': 'call', 'last': '23.98', 'mark': '24.33', 'bid': '24.10', 'bid_size': '30', 'ask': '24.55', 'ask_size': '554', 'volume': '16', 'open_interest': '1547', 'date': '2010-11-15', 'implied_volatility': '0.30108', 'delta': '0.92671', 'gamma': '0.00745', 'theta': '-0.07196', 'vega': '0.08623', 'rho': '0.20266'}"
103,Historical Options,success,"{'contractID': 'IBM110122P00120000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '120.00', 'type': 'put', 'last': '0.49', 'mark': '0.51', 'bid': '0.49', 'bid_size': '23', 'ask': '0.52', 'ask_size': '48', 'volume': '839', 'open_interest': '14472', 'date': '2010-11-15', 'implied_volatility': '0.28476', 'delta': '-0.06330', 'gamma': '0.00704', 'theta': '-0.05865', 'vega': '0.07701', 'rho': '-0.01789'}"
104,Historical Options,success,"{'contractID': 'IBM110122C00125000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '125.00', 'type': 'call', 'last': '9.82', 'mark': '19.58', 'bid': '19.35', 'bid_size': '30', 'ask': '19.80', 'ask_size': '450', 'volume': '0', 'open_interest': '2301', 'date': '2010-11-15', 'implied_volatility': '0.27074', 'delta': '0.89457', 'gamma': '0.01086', 'theta': '-0.08444', 'vega': '0.11307', 'rho': '0.20291'}"
105,Historical Options,success,"{'contractID': 'IBM110122P00125000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '125.00', 'type': 'put', 'last': '0.68', 'mark': '0.74', 'bid': '0.72', 'bid_size': '119', 'ask': '0.76', 'ask_size': '14', 'volume': '361', 'open_interest': '9893', 'date': '2010-11-15', 'implied_volatility': '0.25687', 'delta': '-0.09465', 'gamma': '0.01058', 'theta': '-0.07175', 'vega': '0.10451', 'rho': '-0.02671'}"
106,Historical Options,success,"{'contractID': 'IBM110122C00130000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '130.00', 'type': 'call', 'last': '14.85', 'mark': '14.85', 'bid': '14.75', 'bid_size': '179', 'ask': '14.95', 'ask_size': '353', 'volume': '29', 'open_interest': '9247', 'date': '2010-11-15', 'implied_volatility': '0.23339', 'delta': '0.85192', 'gamma': '0.01598', 'theta': '-0.09203', 'vega': '0.14332', 'rho': '0.20031'}"
107,Historical Options,success,"{'contractID': 'IBM110122P00130000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '130.00', 'type': 'put', 'last': '1.16', 'mark': '1.17', 'bid': '1.15', 'bid_size': '11', 'ask': '1.19', 'ask_size': '79', 'volume': '117', 'open_interest': '13029', 'date': '2010-11-15', 'implied_volatility': '0.23416', 'delta': '-0.14879', 'gamma': '0.01597', 'theta': '-0.08988', 'vega': '0.14378', 'rho': '-0.04200'}"
108,Historical Options,success,"{'contractID': 'IBM110122C00135000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '135.00', 'type': 'call', 'last': '11.00', 'mark': '10.60', 'bid': '10.50', 'bid_size': '228', 'ask': '10.70', 'ask_size': '154', 'volume': '18', 'open_interest': '11531', 'date': '2010-11-15', 'implied_volatility': '0.21373', 'delta': '0.76511', 'gamma': '0.02318', 'theta': '-0.11134', 'vega': '0.19048', 'rho': '0.18500'}"
109,Historical Options,success,"{'contractID': 'IBM110122P00135000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '135.00', 'type': 'put', 'last': '1.85', 'mark': '1.92', 'bid': '1.90', 'bid_size': '11', 'ask': '1.94', 'ask_size': '3', 'volume': '55', 'open_interest': '6642', 'date': '2010-11-15', 'implied_volatility': '0.21434', 'delta': '-0.23544', 'gamma': '0.02315', 'theta': '-0.10896', 'vega': '0.19072', 'rho': '-0.06658'}"
110,Historical Options,success,"{'contractID': 'IBM110122C00140000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '140.00', 'type': 'call', 'last': '7.05', 'mark': '6.90', 'bid': '6.85', 'bid_size': '90', 'ask': '6.95', 'ask_size': '5', 'volume': '205', 'open_interest': '14744', 'date': '2010-11-15', 'implied_volatility': '0.19788', 'delta': '0.63601', 'gamma': '0.03061', 'theta': '-0.12542', 'vega': '0.23282', 'rho': '0.15734'}"
111,Historical Options,success,"{'contractID': 'IBM110122P00140000', 'symbol': 'IBM', 'expiration': '2011-01-22', 'strike': '140.00', 'type': 'put', 'last': '2.98', 'mark': '3.23', 'bid': '3.20', 'bid_size': '13', 'ask': '3.25', 'ask_size': '14', 'volume': '599', 'open_interest': '3699', 'date': '2010-11-15', 'implied_volatility': '0.19894', 'delta': '-0.36452', 'gamma': '0.03046', 'theta': '-0.12320', 'vega': '0.23294', 'rho': '-0.10356'}"
