,stock_symbol,timestamp,close,high,low,volume,ma_5,ma_10,ma_50,daily_return,intraday_volatility,prev_day_close,prev_day_return,price_diff,target
0,IBM,1999-11-01 00:00:00+05:00,96.75,98.81,96.37,9551800,96.75,96.75,96.75,,,96.75,,0.0,0
